env,label_encoded,image_path,split
insular_sea,0,insular_sea/subsistence_agriculture/sample_1628382.tif,train
insular_sea,5,insular_sea/pasture/sample_1607759.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1626035.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1714453.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1731338.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1672679.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1701558.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1680312.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1648874.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1603724.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1693206.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1655924.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1714528.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1695852.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1700712.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1701252.tif,train
insular_sea,5,insular_sea/pasture/sample_1623489.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1647258.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1736191.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1720649.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1591473.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1613721.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1697326.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1685322.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1721382.tif,train
insular_sea,2,insular_sea/commercial_agriculture/sample_1622120.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1606555.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1630833.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1706373.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1718894.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1714617.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1592824.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1670397.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1711611.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1604665.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1602806.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1643572.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1624146.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1664661.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1602477.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1722603.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1711137.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1682534.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1658961.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1675796.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1647746.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1614229.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1702450.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1722034.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1631840.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1725518.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1654005.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1658084.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1668985.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1741680.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1726369.tif,train
insular_sea,2,insular_sea/commercial_agriculture/sample_1680515.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1739678.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1650393.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1730350.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1701750.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1618204.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1737215.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1597013.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1690002.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1714077.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1646369.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1650376.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1677323.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1601863.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1723238.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1588843.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1675314.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1688865.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1738744.tif,train
insular_sea,5,insular_sea/pasture/sample_1663621.tif,train
insular_sea,2,insular_sea/commercial_agriculture/sample_1604326.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1654642.tif,train
insular_sea,5,insular_sea/pasture/sample_1702257.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1621472.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1601258.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1675577.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1671660.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1595514.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1619355.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1718356.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1664357.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1605633.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1625513.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1715195.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1678732.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1722231.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1614062.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1649200.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1716708.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1734265.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1641954.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1704858.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1649265.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1735284.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1703615.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1619282.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1663580.tif,train
insular_sea,2,insular_sea/commercial_agriculture/sample_1625511.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1721965.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1626426.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1723503.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1736138.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1700930.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1620126.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1650633.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1665951.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1722840.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1742050.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1662546.tif,train
insular_sea,5,insular_sea/pasture/sample_1632292.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1732021.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1722684.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1625380.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1734904.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1640310.tif,train
insular_sea,2,insular_sea/commercial_agriculture/sample_1620874.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1652705.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1649185.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1722635.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1620454.tif,train
insular_sea,5,insular_sea/pasture/sample_1709311.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1739368.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1627541.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1656424.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1664046.tif,train
insular_sea,2,insular_sea/commercial_agriculture/sample_1723122.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1593338.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1649444.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1711867.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1637378.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1664147.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1680757.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1634276.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1603825.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1620758.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1714631.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1704323.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1715661.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1722560.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1673470.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1632225.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1710832.tif,train
insular_sea,5,insular_sea/pasture/sample_1633874.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1716491.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1699099.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1664478.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1602550.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1611546.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1618255.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1685462.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1605901.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1715761.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1637012.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1649255.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1614941.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1693547.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1599246.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1695851.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1593937.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1652314.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1726306.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1595657.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1645572.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1724169.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1739415.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1717641.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1705294.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1649325.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1682476.tif,train
insular_sea,2,insular_sea/commercial_agriculture/sample_1652442.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1670283.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1703580.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1588265.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1737544.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1713430.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1618928.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1685446.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1613343.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1623666.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1674253.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1724360.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1711335.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1688306.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1623500.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1651552.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1669326.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1681420.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1694975.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1742435.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1620611.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1694696.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1638706.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1742164.tif,train
insular_sea,2,insular_sea/commercial_agriculture/sample_1614998.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1690883.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1636546.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1742482.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1683406.tif,train
insular_sea,5,insular_sea/pasture/sample_1689791.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1701119.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1742512.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1626518.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1695719.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1726819.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1729405.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1611796.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1703572.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1610615.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1737542.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1681349.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1742484.tif,train
insular_sea,5,insular_sea/pasture/sample_1681402.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1713476.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1737255.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1742306.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1740700.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1692923.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1704327.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1699998.tif,train
insular_sea,2,insular_sea/commercial_agriculture/sample_1620094.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1729956.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1596328.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1664506.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1623455.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1604558.tif,train
insular_sea,5,insular_sea/pasture/sample_1588076.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1717290.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1611918.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1712250.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1607199.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1741465.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1638456.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1720817.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1601570.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1655080.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1614098.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1605166.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1667701.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1708758.tif,train
insular_sea,2,insular_sea/commercial_agriculture/sample_1683514.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1654023.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1702341.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1722588.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1617393.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1723965.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1713463.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1685700.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1604089.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1661513.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1729688.tif,train
insular_sea,5,insular_sea/pasture/sample_1660615.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1742630.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1699907.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1741730.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1662633.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1735422.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1700038.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1633271.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1623715.tif,train
insular_sea,2,insular_sea/commercial_agriculture/sample_1657936.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1733325.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1688010.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1717175.tif,train
insular_sea,5,insular_sea/pasture/sample_1677350.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1602023.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1693076.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1675727.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1716725.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1678536.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1718489.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1692509.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1674057.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1650048.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1622826.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1742672.tif,train
insular_sea,2,insular_sea/commercial_agriculture/sample_1663477.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1690170.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1606066.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1631055.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1675086.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1594593.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1655479.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1603270.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1702023.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1659122.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1628335.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1642708.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1683286.tif,train
insular_sea,3,insular_sea/other_natural_disturbances_or_no_tree-loss_driver/sample_1634082.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1675444.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1734228.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1633341.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1692689.tif,train
insular_sea,0,insular_sea/subsistence_agriculture/sample_1686362.tif,train
insular_sea,4,insular_sea/commercial_oil_palm_or_other_palm_plantations/sample_1721383.tif,train
insular_sea,1,insular_sea/managed_forest_or_forestry/sample_1675482.tif,train
